002;1700;17 Oh Progesterona Basal;AC;yes; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   jejum minimo 8 h e maximo 12 h  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   *Este exame é apenas um ponto que faz parte de uma curva ou teste funcional. *Deve ser associado a um código de curva/teste padrão ou genérico. jejum minimo 8 h e maximo 12 h 
002;1730;17 Oh Progesterona 30 Min Pos;AC;yes; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   jejum minimo 8 h e maximo 12 h  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   *Este exame é apenas um ponto que faz parte de uma curva ou teste funcional. *Deve ser associado a um código de curva/teste padrão ou genérico. jejum minimo 8 h e maximo 12 h 
002;1754;Basket de Nitinol - Stone Cone - Boston;RDI;no;
002;1760;17 Oh Progesterona 60 Min Pos;AC;yes; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   jejum minimo 8 h e maximo 12 h  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   *Este exame é apenas um ponto que faz parte de uma curva ou teste funcional. *Deve ser associado a um código de curva/teste padrão ou genérico. jejum minimo 8 h e maximo 12 h 
002;17GE;Generico - 17 Ohp (Hidroxiprogesterona) Apos Acth;AC;yes; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   **********ATENÇÃO************* * Solicitar ao cliente o envio de um fax do pedido médico e retorne a ligação para efetuar o agendamento. * Caso não tenha aparelho de fax, solicitar que compareça à Unidade Angélica II com o pedido médico para agendamento do exame . * Caso o cliente se recuse em comparecer à Unidade, proceder o agendamento. * Inserir o motivo na observação.  *É necessário agendamento prévio. *Para a realização deste exame é necessário adquirir um medicamento importado. *As informações referentes à aquisição (compra) do medicamento deverá ser realizada através da Central de Relacionamento. *Este exame é um teste de estímulo realizado através de coletas seriadas de sangue em tempos pré-determinados ou a critério médico. *Informar os medicamentos em uso nos últimos 30 dias. *Tomar um lanche às 23 horas do dia anterior a realização do exame para evitar jejum prolongado. *A duração do exame: 1 (uma) hora podendo variar de acordo com a solicitação médica. *Qualquer outro teste funcional só poderá ser realizado com 7 dias de intervalo. *É necessário vir acompanhado por um adulto. jejum minimo 8 h e maximo 12 h  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   **********ATENCAO**********  ESTE EXAME NECESSITA COMPRA DE MEDICAMENTO COM RECEITA.  Seguir script abaixo: 1. O cliente retirou a receita medica na Unidade? Em caso negativo, NAO agendar o exame. 2. Orientar sobre a compra do medicamento importado *PARA A AQUISICAO E NECESSARIO UMA RECEITA MEDICA DESTE MEDICAMENTO E CARTA DE ESCLARECIMENTO, onde o cliente pode retirar somente na unidade: Lavoisier Angelica II nos horarios de 7h00 as 16h00 de segunda a sexta-feira. 3. Caso o cliente ja possua a receita nao ha a necessidade de ir a Unidade, orientar a compra.  OUTRAS INFORMACOES:  * Preco do medicamento? Verificar junto a importadora cujo telefone esta disponivel na carta de esclarecimento entregue junto com a receita, ou entao, ** Importadora Medic Supply: (11) 5085 5856 ou  5085 58888 atendimento@medicsupply.com.br *Ha reembolso pelo convenio? Orientar a consultar o seu convenio. * Por que o cliente e quem devera comprar o medicamento? Porque a ANVISA (Agencia Nacional de Vigilancia Sanitaria) atraves da RDC 350 de 28/12/05 autoriza somente o proprio paciente a adquirir, pois este medicamento nao possui registro no Brasil para poder ser comercializado. *Em media o tempo entre a aquisicao e agendamento e de 7 dias. *Alguns medicamentos necessitam ficar refrigerados, atentar a especificacao do fabricante apos a aquisicao. jejum minimo 8 h e maximo 12 h 
002;17P;17 Alfa Hidroxi Progesterona;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   *Informar a data da última menstruação. *Informar os medicamentos em uso. 
002;17PR;17 Hidroxi Pregnenolona;AC;no; -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---    
002;1835;Agulha Para Esclerose - Interject 23g;RDI;no;
002;1916;Agulha Para Esclerose - Interject 25g;RDI;no;
002;1997;Sonda Troca P/ Gastrostomia Peg-24-Brt - Cook;RDI;no;
002;1998;Conjunto P/ Gastrostomia Peg-24-Pull - Cook;RDI;no;
002;1GFP;Glicosuria Fracionada 1 Periodo de 12 Horas;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   Retirar frascos e orientacoes para coleta fornecidas no laboratório mais proximo. 
002;1PK;Farmacocinetica - Pk - Amostra 1;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   ESTE EXAME NAO DEVE CONSTAR NA INTERNET POR SE TRATAR DE AMOSTRA ESPECIFICA PARA PROTOCOLO DE PESQUISA CLINICA. 
002;2000;Exame Especial;AC;no;
002;2005;Kit de Gastro Jejunostomia Peg Btr - Cook;RDI;no;
002;2087;Papilotomo Pt 5.5 Bii - Soehendra;RDI;no;
002;2154;Agulha Biopsia Quick Core 18gx15 Cm;RDI;no;
002;2155;Agulha Biopsia Quick Core 18gx20 Cm;RDI;no;
002;2261;Clip Metalico Hemostasia Resolution 235cm Boston;RDI;no;
002;2265;Cesta Extratora Calculos Litotripicia 2,8x2,6x50mm;RDI;no;
002;2266;Cesta Extratora Calculos Litotripicia 2,8x2,6x60mm;RDI;no;
002;25HP;2,5 Hexanodiona - Pre Jornada;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   Quando o medico nao especificar a coleta como PRE ou POS jornada de trabalho, cadastrar o exame como POS Jornada e orientar o cliente a realizar a coleta apos a rotina de trabalho. *Retirar frascos para coleta de material no laboratório. *Realizar a coleta após 2 dias de trabalho ao final da jornada de trabalho. *Entregar o material no prazo máximo de 14 horasbapós a coleta se conservado sob refrigeração. 
002;25HX;2,5 Hexanodiona - Pos Jornada;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   Quando o medico nao especificar a coleta como PRE ou POS jornada de trabalho, cadastrar o exame como POS Jornada e orientar o cliente a realizar a coleta apos a rotina de trabalho. *Retirar frascos para coleta de material no laboratório. *Realizar a coleta após 2 dias de trabalho ao final da jornada de trabalho. *Entregar o material no prazo máximo de 14 horasbapós a coleta se conservado sob refrigeração. 
002;2GFP;Glicosuria Fracionada 2 Periodo de 12 Horas;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   Retirar frascos e orientacoes para coleta fornecidas no laboratório mais proximo. 
002;2HIV;Anticorpo Anti-Hiv1/2 (2§ Amostra Confirmacao);AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   * Não é necessário preparo prévio. *O cliente deverá comparecer a Unidade de Atendimento com a carta de reconvocação e um novo pedido médico e se identificar como coleta de segunda amostra.  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   * Código exclusivo para a reconvocação de anticorpos anti-HIV em 2a amostra. 
002;2PK;Farmacocinetica - Pk - Amostra 2;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   ESTE EXAME NAO DEVE CONSTAR NA INTERNET POR SE TRATAR DE AMOSTRA ESPECIFICA PARA PROTOCOLO DE PESQUISA CLINICA. 
002;2VPA;Segunda Via - Laudo de Paternidade;AC;yes; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   *Somente podemos disponibilizar a segunda via de laudos do teste de paternidade  os casos que foram coletados a partir do ano de 2000.  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   * EXAMES REALIZADOS SOMENTE NO PARTICULAR ATRAVES DA TABELA POPULAR. 
002;300I;Insulina 300 Min. Apos;AC;yes; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   jejum minimo 8 h e maximo 12 h  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   * Este exame não pode ser realizado pela coleta domiciliar. jejum minimo 8 h e maximo 12 h 
002;30AN;Androstenedione 30 Min. Antes;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   jejum minimo 8 h e maximo 12 h  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   jejum minimo 8 h e maximo 12 h 
002;30PA;Peptideo C - 30 Min. Antes;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   * ESTE EXAME NAO PODE SER REALIZADO PELA COLETA DOMICILIAR jejum minimo 8 h e maximo 12 h  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   * ESTE EXAME NÃO PODE SER REALIZADO PELA COLETA DOMICILIAR. jejum minimo 8 h e maximo 12 h 
002;30PG;Progesterona 30 Min. Antes;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   jejum minimo 8 h e maximo 12 h  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   jejum minimo 8 h e maximo 12 h 
002;30PR;17 Hidroxi Pregnenolona 30 Min. Apos Acth;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   jejum minimo 8 h e maximo 12 h  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   * ESTE EXAME NÃO É REALIZADO PELA COLETA DOMICILIAR. jejum minimo 8 h e maximo 12 h 
002;3281;Papilotomo Tipo Estilete Triplo Lumen Microknife;RDI;no;
002;3404;Cateter P/ Drenagem Ult 8.5-38-25-P6s;RDI;no;
002;3570;Canula Colangiografia Duplo Lumen Tanden Xl;RDI;no;
002;3590;Papilotomo Triplo Lumen - Ultratome Xl;RDI;no;
002;3886;Protese Biliar Clso 10-10 - Cook;RDI;no;
002;3920;Protese Plastica Biliar Flexima 7frx5cm;RDI;no;
002;3921;Protese Plastica Biliar Flexima 7frx7cm;RDI;no;
002;3922;Protese Plastica Biliar Flexima 7frx10cm;RDI;no;
002;3923;Protese Plastica Biiliar Flexima 7frx12cm;RDI;no;
002;3924;Protese Plastica Biliar Flexima 7frx15cm;RDI;no;
002;3925;Protese Plastica Biliar Flexima 8,5frx5cm;RDI;no;
002;3926;Protese Plastica Biliar Flexima 8,5frx7cm;RDI;no;
002;3927;Protese Plastica Biliar Flexima 8,5frx10cm;RDI;no;
002;3928;Protese Plastica Biliar Flexima 8,5frx12cm;RDI;no;
002;3929;Protese Plastica Biliar Flexima 8,5frx15cm;RDI;no;
002;3930;Protese Plastica Biliar Flexima 10frx5cm;RDI;no;
002;3931;Protese Plastica Biliar Flexima 10frx7cm;RDI;no;
002;3932;Protese Plastica Biliar Flexima 10frx10cm;RDI;no;
002;3933;Protese Plastica Biliar Flexima 10frx12cm;RDI;no;
002;3934;Protese Plastica Biliar Flexima 10frx15cm;RDI;no;
002;3ADI;3 Alfa Diol Glucoronideo;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   jejum minimo 8 h e maximo 12 h  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   jejum minimo 8 h e maximo 12 h 
002;3PK;Farmacocinetica - Pk - Amostra 3;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   ESTE EXAME NAO DEVE CONSTAR NA INTERNET POR SE TRATAR DE AMOSTRA ESPECIFICA PARA PROTOCOLO DE PESQUISA CLINICA. 
002;4064;Conj.Protese Biliar 10 Fr;RDI;no;
002;4225;Kit Ligadura Elastica 07 Bandas - Super 7;RDI;no;
002;4352;Cesta P/ Extracao Calculo Biliar Web 3x6 Cook;RDI;no;
002;4388;Cesta P/ Retirada de Calculo Web 2 X 4;RDI;no;
002;4451;Agulha Biopsia Quick Core 18gx15cm Coaxial;RDI;no;
002;4515;Papilotomo Giratorio - Autotome Rx;RDI;no;
002;4950;Sonda Bipolar Para Coagulacao Bcp - Cook;RDI;no;
002;4L3E;T4 Livre 30 Minutos Apos Exercicio;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   * Se po cliente faz uso de medicamentos para tireóide, no dia da coleta do exame tomar o medicamento APÓS a coleta, ou conforme orientação médica. * Se necessario realizar exames de imagem com administracao de contraste radiologico, coletar este exame anteriormente. * Caso ja tenha realizado exames de imagem com administracao de contraste radiologico aguardar 72 horas para coleta deste exame. jejum minimo 8 h e maximo 12 h  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   * Se necessario realizar exames de imagem com administracao de contraste radiologico, coletar este exame anteriormente. * Caso ja tenha realizado exames de imagem com administracao de contraste radiologico aguardar 72 horas para coleta deste exame. jejum minimo 8 h e maximo 12 h 
002;4L6E;T4 Livre 60 Minutos Apos Exercicio;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   * Se po cliente faz uso de medicamentos para tireóide, no dia da coleta do exame tomar o medicamento APÓS a coleta, ou conforme orientação médica. * Se necessario realizar exames de imagem com administracao de contraste radiologico, coletar este exame anteriormente. * Caso ja tenha realizado exames de imagem com administracao de contraste radiologico aguardar 72 horas para coleta deste exame.  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   * Se necessario realizar exames de imagem com administracao de contraste radiologico, coletar este exame anteriormente. * Caso ja tenha realizado exames de imagem com administracao de contraste radiologico aguardar 72 horas para coleta deste exame. 
002;4PK;Farmacocinetica - Pk - Amostra 4;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   ESTE EXAME NAO DEVE CONSTAR NA INTERNET POR SE TRATAR DE AMOSTRA ESPECIFICA PARA PROTOCOLO DE PESQUISA CLINICA. 
002;5000;Exame Especial;AC;no;
002;5045;Balao Extrator Calculo Triplo Lumen Xl 11,5mm;RDI;no;
002;5046;Balao Extrator Calculo Triplo Lumen Xl 15 Mm;RDI;no;
002;5193;Fio Guia Hidrofilica Glidewire (Terumo);RDI;no;
002;5259;Alca de Polipectomia (As / Ash / Asm / Sasmm, Sas);RDI;no;
002;5435;Agulha Biopsia Quick Core 20gx15cm Coaxial;RDI;no;
002;5501;Conjunto Protese Biliar Oacl 10-7;RDI;no;
002;5507;Conjunto Protese Biliar Oacl 10-12;RDI;no;
002;5542;Agulha Biopsia Tipo Chiba 18gx10 Cm;RDI;no;
002;5547;Cateter P/ Drenagem Ult 12.0-38-25-P-5s;RDI;no;
002;5616;Imunofenotipagem Para Cd56+cd16+;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   * Exame realizado de Segunda a Sabado.  *Nao e necessario preparo previo 
002;5656;Fio Guia Hidrofilico Biliar Jagwire Reta 0,025 450;RDI;no;
002;5658;Fio Guia Hidrofilico Biliar Jagwire Reta 0,035 450;RDI;no;
002;5659;Fio Guia Hidrofilico Biliar Jagwire Angul 0,035 45;RDI;no;
002;5660;Fio Guia Hidrofilico Biliar Jagwire Reta St 0,035;RDI;no;
002;5694;Protese Biliar Clso 8.5-10 Cook;RDI;no;
002;5839;Balao Dilatador Esof. C/Guia Movel Cre 6-7-8mm 180;RDI;no;
002;5845;Balao Dilatador Esof. C/Guia Movel Cre 6-7-8mm 240;RDI;no;
002;5846;Balao Dilatador Esof. C/Guia Movel Cre 8-9-10mm;RDI;no;
002;5847;Balao Dilatador Esof. C/Guia Movel Cre 10-11-12mm;RDI;no;
002;5848;Balao Dilatador Esof. C/Guia Movel Cre 12-13-15mm;RDI;no;
002;5849;Balao Dilatador Esof. C/Guia Movel Cre 15-16-18mm;RDI;no;
002;5850;Balao Dilatador Esof. C/Guia Movel Cre 18-19-20mm;RDI;no;
002;5905;Membrana Surgisis C-Slh-4s 0.6x7;RDI;no;
002;5HIN;Acido 5-Hidroxi-Indolacetico;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   Retirar frascos e dieta para coleta fornecidas no laboratório mais proximo. 
002;5HTA;Serotonina;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   *Suspender a ingestao dos seguintes alimentos nas 48 horas que antecedem o exame: *Cafe, cha, chocolate, mate, refrigerantes, abacate, abacaxi, ameixa, banana, berinjela, pickles, kiwi, nozes, tomate, alimentos aromatizados com baunilha e bebidas alcoolicas. *Todos os outros alimentos nao constantes nesta lista poderao ser ingeridos. *A coleta devera ser realizada pela manha, preferencialmente antes de qualquer atividade fisica. *Verificar com o medico solicitante a necessidade de suspender medicamentos em uso.  * ESTE EXAME NAO PODE SER REALIZADO PELA COLETA DOMICILIAR  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   *ESTE EXAME NAO PODE SER REALIZADO PELA COLETA DOMICILIAR 
002;5NUC;5 Nucleotidase;AC;no;
002;5PK;Farmacocinetica - Pk - Amostra 5;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   ESTE EXAME NAO DEVE CONSTAR NA INTERNET POR SE TRATAR DE AMOSTRA ESPECIFICA PARA PROTOCOLO DE PESQUISA CLINICA. 
002;60;Taxa de Transporte 50;AC;no;
002;60AN;Androstenediona 60 Minutos Antes;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   jejum minimo 8 h e maximo 12 h  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   jejum minimo 8 h e maximo 12 h 
002;60DH;Dehidroepiandrosterona (Dhea) - 60 Minutos Antes;AC;yes; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   jejum minimo 8 h e maximo 12 h  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   jejum minimo 8 h e maximo 12 h 
002;60PR;17 Hidroxi Pregnenolona 60 Min. Apos Acth;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   jejum minimo 8 h e maximo 12 h  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   * ESTE EXAME NÃO É REALIZADO PELA COLETA DOMICILIAR. jejum minimo 8 h e maximo 12 h 
002;6182;Alca Polipectomia Giratoria - Rotatable 13mm;RDI;no;
002;6183;Alca Polipectomia Giratoria - Rotatable 20mm;RDI;no;
002;6184;Alca de Polipectomia Com Rede - Gastro Fujion;RDI;no;
002;63;Taxa de Transporte 50;AC;no;
002;6557;Stent Enteral Nao Coberto Wallstent Unistep Plus;RDI;no;
002;66;Taxa de Transporte 50;AC;no;
002;6839;Kit Gastrostomia Endovive Tecnica Pull 24fr;RDI;no;
002;68KD;Anti Coclea;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   jejum minimo 8 h e maximo 12 h  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   jejum minimo 8 h e maximo 12 h 
002;6PK;Farmacocinetica - Pk - Amostra 6;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   ESTE EXAME NAO DEVE CONSTAR NA INTERNET POR SE TRATAR DE AMOSTRA ESPECIFICA PARA PROTOCOLO DE PESQUISA CLINICA. 
002;6TES;Testosterona 60 Minutos Antes;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   jejum minimo 8 h e maximo 12 h  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   jejum minimo 8 h e maximo 12 h 
002;769;Agulha Biopsia Chiba Dchn 18-15;RDI;no;
002;7PK;Farmacocinetica - Pk - Amostra 7;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   ESTE EXAME NAO DEVE CONSTAR NA INTERNET POR SE TRATAR DE AMOSTRA ESPECIFICA PARA PROTOCOLO DE PESQUISA CLINICA. 
002;A2MC;Alfa 2 Macroglobulina;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---    
002;AA36;Management Sample - Blue Cap 3,6 Ml;AC;no;
002;AA45;Management Sample - Blue Cap 4,5 Ml;AC;no;
002;AAA;Anticorpos Anti-Actina;AC;no; -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---    
002;AACD;Rx Articulacao Acromio Clavicular Direita 2 Incide;RDI;yes; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   * É necessário agendamento prévio. * Trazer exames anteriores da região a ser examinada. * Exame não realizado em gestantes. * Não é necessário preparo prévio. * Mulheres com atraso menstrual OU incerteza em relação a grávidez: NÃO realizar o exame. Confirmar a ausência de gravidez (esperar a menstruação ou procurar o seu médico). * Mulheres com gravidez conhecida: NÃO realizar o exame se não tiver autorização do médico solicitante 'por escrito'. * Mulheres com gravidez conhecida e documento do médico reconhecendo a gestação e autorizando a realização da radiografia solicitada: REALIZAR a radiografia com o uso do avental de Chumbo, cedido na unidade. * Paciente menor de 15 anos ( 11 meses e 29 dias) é obrigatório à presença de um responsável legal para a realização do exame.  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   * É obrigatório trazer pedido médico. * Quando o pedido médico constar Ressonância  ou Tomografia com contraste e RAIO-X agendar primeiro o Raio-X. * Exame pode ser realizados em clientes com GESSO. * Estamos liberando RX SEM LAUDO somente nas unidades hospitalares. * Realizamos RX Digital em TODAS unidades, o laudo e impresso em pelicula (filme radiologico), nao disponibilizamos em CD s. 
002;AACE;Rx Articulacao Acromio Clavicular Esquerda 2 Incid;RDI;yes; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   * É necessário agendamento prévio. * Trazer exames anteriores da região a ser examinada. * Exame não realizado em gestantes. * Não é necessário preparo prévio. * Mulheres com atraso menstrual OU incerteza em relação a grávidez: NÃO realizar o exame. Confirmar a ausência de gravidez (esperar a menstruação ou procurar o seu médico). * Mulheres com gravidez conhecida: NÃO realizar o exame se não tiver autorização do médico solicitante 'por escrito'. * Mulheres com gravidez conhecida e documento do médico reconhecendo a gestação e autorizando a realização da radiografia solicitada: REALIZAR a radiografia com o uso do avental de Chumbo, cedido na unidade. * Paciente menor de 15 anos ( 11 meses e 29 dias) é obrigatório à presença de um responsável legal para a realização do exame.  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---   * É obrigatório trazer pedido médico. * Quando o pedido médico constar Ressonância  ou Tomografia com contraste e RAIO-X agendar primeiro o Raio-X. * Exame pode ser realizados em clientes com GESSO. * Estamos liberando RX SEM LAUDO somente nas unidades hospitalares. * Realizamos RX Digital em TODAS unidades, o laudo e impresso em pelicula (filme radiologico), nao disponibilizamos em CD s. 
002;AAD;Anticorpos Anti-Adrenal;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   *Informar todos os medicamentos utilizados nos últimos 7 dias.  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---    
002;AAGG;Mycobacterium Tuberculosis Igg;AC;no; -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---    
002;AAGP;Anticorpos Anti Glutamato Descarboxilase;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   *Não é necessário preparo prévio.  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---    
002;AAHI;Histona (Autoanticorpos);AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   *Não é necessário preparo prévio. 
002;AAM6;Management Sample - Yellow Cap 6 Ml;AC;no;
002;AAMA;Mycobacterium Tuberculosis Iga;AC;no; -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---    
002;AAMG;Anticorpos Anti Mucosa Gastrica;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---     -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---    
002;AAMY;Mycobacterium Tuberculosis Iga e Igg Anticorpos;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---    
002;AANS;Anticorpos Antinucleossomo;AC;no;
002;AAOV;Anticorpo Anti Ovario Igg;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   * Nao e necessario preparo previo. 
002;AAPR;Anticorpo Anti-Proteina P Ribossomal;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   *Não é necessário preparo prévio.  -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---    
002;AAR;Analise de Agua Reagente;AC;no; -----------------------------------  ---  PRÉ-REQ. DE ATENDIMENTO ---   *Exame realizado apenas nas unidades Hospitalares Internas 
002;AARU;Management Sample - Arup With Blue Insert;AC;no;
002;AARV;Anticorpos Anti Raiva;AC;no; -----------------------------------  ---  PRÉ-REQ. DE AGENDAMENTO ---    
002;AASA;Aas Adulto Comp;RDI;no;
002;AASI;Aas Infantil 100 Mg Comp;RDI;no;
002;AATR;Management Sample - Arup With Plain Insert;AC;no;
002;AAVD;Management Sample - Green Cap;AC;no;
002;AAZ6;Management Sample - Blue Cap 6,0 Ml;AC;no;
002;AAZU;Management Sample - Blue Cap - Urine;AC;no;
